212,13.751637087728955,61.79809226273436,0,2915.3470625985387,1,NORMAL
230,14.051560085661762,31.427946408563574,1,3231.8588197022054,1,NORMAL
220,12.74719746664461,44.110959801501465,1,2804.3834426618146,1,NORMAL
223,5.108376841754945,36.61639066808607,1,1139.1680357113526,1,NORMAL
223,13.236284559058324,44.90638041067063,0,2951.6914566700066,1,NORMAL
213,7.6684845169666636,46.1966313644467,0,1633.3872021138993,1,NORMAL
235,5.088085291141427,70.61363376047284,0,1195.7000434182353,-1,ANOMALY
238,9.832446744309497,58.994443442111375,0,2340.1223251456604,1,NORMAL
238,8.504025165508995,36.892942784238315,0,2023.957989391141,1,NORMAL
234,8.390595482509521,59.95647261865268,1,1963.399342907228,1,NORMAL
240,14.744534501833858,46.40866029811013,0,3538.6882804401257,-1,ANOMALY
222,14.695026732676112,44.79787729523468,1,3262.295934654097,1,NORMAL
226,8.861825202823006,53.93411693672332,0,2002.7724958379993,1,NORMAL
230,12.46822465976706,37.60981287551301,0,2867.6916717464237,1,NORMAL
233,6.70301506724155,65.60573230369528,1,1561.802510667281,1,NORMAL
229,12.09122895050749,36.42380794071891,1,2768.891429666215,1,NORMAL
226,10.916142382501912,30.817474825304785,1,2467.048178445432,1,NORMAL
235,13.13964520445486,45.46480382000615,1,3087.816623046892,1,NORMAL
218,12.930076400995368,30.710373321018366,1,2818.7566554169903,1,NORMAL
230,12.378059659242945,64.7818931510769,1,2846.9537216258773,1,NORMAL
216,11.234361280886425,51.95466633187151,1,2426.622036671468,1,NORMAL
225,10.574145828372806,30.85963236044959,1,2379.1828113838815,1,NORMAL
216,8.527602365890699,48.3117055412685,0,1841.962111032391,1,NORMAL
216,14.054908323103795,33.60513174205899,1,3035.86019779042,1,NORMAL
226,6.266679375241085,35.76752729044895,1,1416.2695388044854,1,NORMAL
215,6.2611339640676515,35.71387196598874,0,1346.1438022745451,1,NORMAL
226,10.54385825118443,57.725874330777486,0,2382.911964767681,1,NORMAL
210,8.390625116973412,66.78619938634755,0,1762.0312745644167,1,NORMAL
228,14.840641275096209,40.73143966126112,0,3383.6662107219354,1,NORMAL
222,9.10555374613137,38.00851503784729,0,2021.4329316411643,1,NORMAL
227,5.537180370045359,62.17879296903479,0,1256.9399440002965,1,NORMAL
230,13.33639702988782,53.67243859744808,0,3067.371316874199,1,NORMAL
238,14.483781438226707,73.22927686493622,0,3447.139982297956,-1,ANOMALY
217,10.619602470316186,55.61489844371381,0,2304.4537360586123,1,NORMAL
239,10.167407824139417,66.4085045646547,0,2430.0104699693206,1,NORMAL
219,7.179903408482556,32.11382742310432,0,1572.3988464576796,1,NORMAL
231,13.564651787389447,41.303745203550484,0,3133.4345628869623,1,NORMAL
238,10.148107196910525,79.52862397436085,0,2415.2495128647047,1,NORMAL
224,6.235893269170722,60.25497911800994,0,1396.8400922942417,1,NORMAL
237,5.870677129143184,46.79536311381857,1,1391.3504796069346,1,NORMAL
218,6.037602875205494,30.562233513623557,1,1316.1974267947978,1,NORMAL
240,8.283669008041029,63.3437863959395,1,1988.080561929847,1,NORMAL
229,10.243542690018977,70.09252177321629,1,2345.771276014346,1,NORMAL
224,5.806170190245758,67.39408806132516,1,1300.5821226150497,1,NORMAL
220,10.647889337839741,60.9068813865284,0,2342.535654324743,1,NORMAL
236,9.58545040031451,30.797635719753426,1,2262.1662944742243,1,NORMAL
233,10.703238406967655,59.48459948389215,1,2493.8545488234636,1,NORMAL
215,10.625019767310821,52.45768399096156,1,2284.3792499718265,1,NORMAL
231,11.66881228255961,54.63013097456156,1,2695.49563727127,1,NORMAL
216,5.99251636482296,63.36097318806942,0,1294.3835348017592,1,NORMAL
226,13.423672189266998,76.83804498276866,0,3033.7499147743415,1,NORMAL
218,6.779739166432295,56.17356743979268,0,1477.9831382822404,1,NORMAL
227,8.023980675553933,32.92256872405418,0,1821.4436133507427,1,NORMAL
211,10.923442097151831,62.5177855786623,1,2304.8462824990365,1,NORMAL
229,13.50230407963636,71.69986738409541,1,3092.0276342367265,1,NORMAL
239,11.613895850101557,60.35407845649908,0,2775.721108174272,1,NORMAL
227,5.733570748410118,55.13275024983763,0,1301.5205598890968,1,NORMAL
213,6.429110292002942,62.01713396520252,1,1369.4004921966268,1,NORMAL
212,14.788167449602264,53.99340338949554,1,3135.0914993156803,1,NORMAL
231,5.056843714620771,72.89390296374921,0,1168.1308980773981,-1,ANOMALY
236,14.025467312611017,51.1596025111363,0,3310.0102857762,1,NORMAL
216,10.926126355733167,62.566968946838784,1,2360.0432928383643,1,NORMAL
